Auszug Katalog DLA Marbach 08 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id_Katalog,Medium,Person_Verfasser,Person_beteiligt,Titel,"Verfasser, beteiligte",Impressum,Verlag normiert,Haupttitel,Titelzusatz,Verfasserangabe,Auflage,Erscheiungsort,Verlag,Jahr,Jahr_normiert,Bandangabe_Mehrb. Weri,Seiten,Ill-Vermerk,Reihe,Reihe_Nummer,Anmerkung,ISBN,Gattung,Art_Inhalt,Sprache,Sprache_Original,Weitere Titel,Signatur,Signatur_Mehrb_Werk
AK01512173,Buch,"Bosch, Kai Robin (1997-) [Verfasser/Urheber]",,Tagträumer : #kopfchaosundso - Erste Auflage,"Bosch, Kai Robin","Paderborn : Lektora, 2016 - 96 Seiten",Lektora,Tagträumer,#kopfchaosundso,Kai Robin Bosch,Erste Auflage,Paderborn,Lektora,2016,2016,,96 Seiten,,,,,978-3-95461-082-2,Erzählende Prosa,,Deutsch,,,N,
AK01033889,Buch,"Böschenstein, Hermann (1900-1982) [Verfasser/Urheber]","Symington, Rodney (1941-) [Herausgeber]",Dreimal Stiftungsfest oder der Zürihegel : eine Posse,"Böschenstein, Hermann; Symington, Rodney","Toronto : German-Canadian Historical Assoc., 1988 - 90 Seiten",German-Canadian Historical Association,Dreimal Stiftungsfest oder der Zürihegel,eine Posse,von Hermann Böschenstein. Hrsg. und eingel. von Rodney Symington,,Toronto,German-Canadian Historical Assoc.,1988,1988,,90 Seiten,,"Deutschkanadische Schriften : Reihe A, Belletristik ; 11",11,,,Dramatisches,,Deutsch,,,L,
AK00257476,Buch,"Bosetzky, Horst (1938-2018) [Verfasser/Urheber]",,¬Die¬ Bestie vom Schlesischen Bahnhof : Dokumentarischer Kriminalroman aus den 20er Jahren - Ungekürzte Ausg.,"Bosetzky, Horst","München : Dt. Taschenbuch-Verl., 2005 - 318 Seiten",Dt. Taschenbuch-Verl.,Die Bestie vom Schlesischen Bahnhof,Dokumentarischer Kriminalroman aus den 20er Jahren,Horst Bosetzky,Ungekürzte Ausg.,München,Dt. Taschenbuch-Verl.,2005,2005,,318 Seiten,,,20832,,3-423-20832-5,Erzählende Prosa,,Deutsch,,,M,
AK00121640,Buch,"Bosetzky, Horst (1938-2018) [Verfasser/Urheber]",,Älteres Ehepaar jagt Oberregierungsrat K. - 1. Aufl.,"Bosetzky, Horst","Leer : Leda-Verl., 2002 - 165 Seiten",Leda-Verl.,Älteres Ehepaar jagt Oberregierungsrat K.,,-ky,1. Aufl.,Leer,Leda-Verl.,2002,2002,,165 Seiten,,,,,3-934927-17-3,Erzählende Prosa,,Deutsch,,,M,
AK01631525,Buch,"Bossart, Pirmin (1956-) [Verfasser/Urheber]","Hegglin, Patrick (1991-) [Herausgeber]",Trip 77 - unterwegs in Asien : [Reisebericht],"Bossart, Pirmin; Hegglin, Patrick","[Luzern] : Der Kollaboratör, 2016 - 328 Seiten",Der Kollaboratör,Trip 77 - unterwegs in Asien,,Pirmin Bossart,,[Luzern],Der Kollaboratör,2016,2016,,328 Seiten,Illustrationen,,,,978-3-9523942-5-0␟3-9523942-5-4,,Reisebericht,Deutsch,,,,
AK00815570,Buch,"Böthin, Werner (1938-) [Verfasser/Urheber]",,¬Das¬ friedliche Wasserloch : Tantalus-Texte,"Böthin, Werner","Berlin : Mythos-Verl., 1966 - 46 Seiten",Mythos-Verl.,Das friedliche Wasserloch,Tantalus-Texte,Werner Böthin,,Berlin,Mythos-Verl.,1966,1966,,46 Seiten,,,,,,Erzählende Prosa␟Lyrik,,Deutsch,,,M:Kps.,
AK01304541,Buch,"Böttcher, Helmuth Maximilian (1895-1979) [Verfasser/Urheber]",,¬Der¬ Würfler : Roman aus dem alten Rothenburg o. T.,"Böttcher, Helmuth Maximilian","Berlin : Verl. Die Buchgemeinde, 1926 - 359 Seiten",Verl. Die Buchgemeinde,Der Würfler,Roman aus dem alten Rothenburg o. T.,von Helmuth M. Böttcher,,Berlin,Verl. Die Buchgemeinde,1926,1926,,359 Seiten,,"Die Buchgemeinde / Jahresreihe ; 1925/26,4","1925/26,4",In Fraktur,,Erzählende Prosa,,Deutsch,,,L,
AK00335482,Mikroform␟Buch,"Böttger, Adolf (1815-1870) [Verfasser/Urheber]",,Cameen,"Böttger, Adolf","Leipzig, 1856",,Cameen,,Adolf Böttger,,Leipzig,,1856,1856,,,,,,"DM 147,- (Gesamtpreis für alle Werke des Autors in der Ed., 23 Mikrofiches, ISBN gültig für alle Werke des Autors)␟Mikrofiche-Ausg.␟München [u.a.] : Saur, 1994. Mikrofiche(s). (Bibliothek der deutschen Literatur ; Fiche 8988). Besitzer der Verfilmungsvorlage: 3. - Enth. in BDL-Teilausg.: Realismus/Naturalismus, Sachsen, Kulturgeschichte/Volkskunde. ISBN 3-598-50274-5 ISBN 3-598-50023-8 ISBN 3-598-50034-3 ISBN 3-598-50130-7",3-598-50274-5␟3-598-50023-8␟3-598-50034-3␟3-598-50130-7,,,,,,MPF BDL 8988,
AK00335470,Mikroform␟Buch,"Böttger, Adolf (1815-1870) [Verfasser/Urheber]",,Dämon und Engel,"Böttger, Adolf","Leipzig, 1850",,Dämon und Engel,,Adolf Böttger,,Leipzig,,1850,1850,,,,,,"DM 147,- (Gesamtpreis für alle Werke des Autors in der Ed., 23 Mikrofiches, ISBN gültig für alle Werke des Autors)␟Mikrofiche-Ausg.␟München [u.a.] : Saur, 1994. Mikrofiche(s). (Bibliothek der deutschen Literatur ; Fiche 5799). Besitzer der Verfilmungsvorlage: 12. - Enth. in BDL-Teilausg.: Realismus/Naturalismus, Sachsen, Kulturgeschichte/Volkskunde. ISBN 3-598-50274-5 ISBN 3-598-50023-8 ISBN 3-598-50034-3 ISBN 3-598-50130-7",3-598-50274-5␟3-598-50023-8␟3-598-50034-3␟3-598-50130-7,,,,,,MPF BDL 5799,
AK00996587,Buch,"Bötticher, Georg (1849-1918) [Verfasser/Urheber]",,Bunte Reihe : Humoresken,"Bötticher, Georg","Leipzig : Reclam, [1896] - 95 Seiten",Reclam jun. <bis 1945>,Bunte Reihe,Humoresken,Georg Bötticher,,Leipzig,Reclam,[1896],1896,,95 Seiten,,Reclams Universal-Bibliothek ; 3516,3516,,,,,Deutsch,,,Coud/C:7:Kps.,
AK00335503,Mikroform␟Buch,"Böttiger, Karl August (1760-1835) [Verfasser/Urheber]",,Ueber Museen und ...,"Böttiger, Karl August","Leipzig, 1808",,Ueber Museen und ...,,Karl August Böttiger,,Leipzig,,1808,1808,,,,,,"DM 168,- (Gesamtpreis für alle Werke des Autors in der Ed., 24 Mikrofiches, ISBN gültig für alle Werke des Autors)␟Mikrofiche-Ausg.␟München [u.a.] : Saur, 1994. Mikrofiche(s). (Bibliothek der deutschen Literatur ; Fiche 8990). Besitzer der Verfilmungsvorlage: 15. - Enth. in BDL-Teilausg.: Klassik/Romantik, Sachsen, Philologie/Geschichte. ISBN 3-598-50276-1 ISBN 3-598-50017-3 ISBN 3-598-50034-3 ISBN 3-598-50136-6",3-598-50276-1␟3-598-50017-3␟3-598-50034-3␟3-598-50136-6,,,,,,MPF BDL 8990,
AK00996588,Buch,"Böttiger, Karl Wilhelm (1790-1862) [Verfasser/Urheber]",,¬De¬ Wielando epistolarum Ciceronianarum interprete quaedam,"Böttiger, Karl Wilhelm","Erlangae, 1843 - 32 Seiten",,De Wielando epistolarum Ciceronianarum interprete quaedam,,Carolus Guilielmus Boettinger,,Erlangae,,1843,1843,,32 Seiten,,,,,,,,,,,GG:Kps.,
AK00321399,Buch,"Bottini, Oliver (1965-) [Verfasser/Urheber]",,Im Sommer der Mörder : Kriminalroman - Lizenzausg.,"Bottini, Oliver","Frankfurt am Main : Fischer-Taschenbuch-Verl., 2007 - 457 Seiten",Fischer-Taschenbuch-Verl.,Im Sommer der Mörder,Kriminalroman,Oliver Bottini,Lizenzausg.,Frankfurt am Main,Fischer-Taschenbuch-Verl.,2007,2007,,457 Seiten,,[Fischer] ; 16638,16638,"Lizenz des Scherz-Verl., Frankfurt am Main",978-3-596-16638-1,Erzählende Prosa,,Deutsch,,,N,
AK01579122,Buch,"Boutayeb, Rachid (1973-) [Verfasser/Urheber]␟Roes, Michael (1960-) [Verfasser/Urheber]",,"¬Der¬ eifersüchtige Gott : ein Gespräch - 1. Auflage : [Gespräch, Interview]","Boutayeb, Rachid; Roes, Michael","Aschaffenburg : Alibri, 2013 - 91 Seiten",Alibri-Verl.,Der eifersüchtige Gott,ein Gespräch,"Rachid Boutayeb, Michael Roes",1. Auflage,Aschaffenburg,Alibri,2013,2013,,91 Seiten,,,,,978-3-86569-165-1,,"Gespräch, Interview",Deutsch,,,N,
AK00374980,Buch,"Bovenschen, Silvia (1946-2017) [Verfasser/Urheber]",,"Älter werden : Notizen - Lizenzausg. : [Erinnerung, Autobiographisches, Memoiren]","Bovenschen, Silvia","Frankfurt am Main : Fischer-Taschenbuch-Verl., 2008 - 154 Seiten",Fischer-Taschenbuch-Verl.,Älter werden,Notizen,Silvia Bovenschen,Lizenzausg.,Frankfurt am Main,Fischer-Taschenbuch-Verl.,2008,2008,,154 Seiten,,[Fischer] ; 17352,17352,,978-3-596-17532-1,,"Erinnerung, Autobiographisches, Memoiren",Deutsch,,,M,
AK00196475,Buch,"Bracharz, Kurt (1947-2020) [Verfasser/Urheber]",,Cowboy Joe : Kriminalroman,"Bracharz, Kurt","Wien : Deuticke, 1994 - 218 Seiten",Deuticke,Cowboy Joe,Kriminalroman,Kurt Bracharz,,Wien,Deuticke,1994,1994,,218 Seiten,,,,Pp.,3-216-30066-8,,,Deutsch,,,M,
AK00204063,Mikroform␟Buch,"Brachmann, Louise (1777-1822) [Verfasser/Urheber]",,Auserlesene Dichtungen. - 6. Auserlesene Erzählungen und Novellen,"Brachmann, Louise","Leipzig : Weygand, 1826 - 258 Seiten",,Auserlesene Erzählungen und Novellen,Bd. 4,,,,,1826,1826,,258 Seiten,,,6,,3-628-44633-3,,,Deutsch,,,MPF Corvey <3-628-44633-3>,
AK01007712,Buch,"Brachvogel, Albert Emil (1824-1878) [Verfasser/Urheber]",,Friedemann Bach : Roman,"Brachvogel, Albert Emil","Berlin : Verl. der Schillerbuchh., [um 1925] - 479 Seiten",Verl. der Schillerbuchh.,Friedemann Bach,Roman,von A. E. Brachvogel,,Berlin,Verl. der Schillerbuchh.,[um 1925],1925,,479 Seiten,,,,In Fraktur.,,Erzählende Prosa,,Deutsch,,,I,
AK00822334,Buch,"Bradatsch, Peter (1950-) [Verfasser/Urheber]",,"Waschen, Schneiden, Umlegen : ein Dutzend Kriminalgeschichten - Orig.-Ausg.","Bradatsch, Peter","Zürich : Diogenes, 1985 - 179 Seiten",Diogenes,"Waschen, Schneiden, Umlegen",ein Dutzend Kriminalgeschichten,Peter Bradatsch,Orig.-Ausg.,Zürich,Diogenes,1985,1985,,179 Seiten,,Diogenes-Taschenbuch ; 21272,21272,,3-257-21272-0,,,Deutsch,,,W,
AK00395604,Buch,"Brahm, Otto (1856-1912) [Verfasser/Urheber]","Martini, Fritz (1909-1991) [Herausgeber]",Kritiken und Essays,"Brahm, Otto; Martini, Fritz","Zürich [u.a.] : Artemis-Verl., 1964 - 595 Seiten",Artemis & Winkler,Kritiken und Essays,,"Otto Brahm. Ausgew., eingel. und erl. von Fritz Martini",,Zürich [u.a.],Artemis-Verl.,1964,1964,,595 Seiten,,Klassiker der Kritik,,,,,,Deutsch,,,K,
AK01776404,Noten␟Buch,"Brahms, Johannes (1833-1897) [Komponist]␟Schiller, Friedrich von (1759-1805) [Verfasser/Urheber]","Stäuble, Urs (1951-) [Mitwirkender]",Nänie op. 82 : für Chor und Kammerensemble - Partitur : [Musikalia],"Brahms, Johannes; Schiller, Friedrich von; Stäuble, Urs","Wien : Doblinger, 2020 - 16 Seiten",Doblinger,Nänie op. 82,für Chor und Kammerensemble,Johannes Brahms ; bearbeitet von Urs Stäuble ; (Friedrich Schiller),Partitur,Wien,Doblinger,2020,2020,,16 Seiten,,,,"Vorwort und Text deutsch␟Für Flöte, SATB, 2 Violinen, Viola, Violoncello und Kontrabass",,,Musikalia,Deutsch,,,,Nicht im Bestand des DLA
AK00984519,Mehrteiliges Werk,"Bräker, Ulrich (1735-1798) [Verfasser/Urheber]",,Sämtliche Schriften des Armen Mannes im Tockenburg,"Bräker, Ulrich","Zürich : Orell, Geßner, Füßli",Orell Füssli,Sämtliche Schriften des Armen Mannes im Tockenburg,,Ulrich Bräker,,Zürich,"Orell, Geßner, Füßli",,,,,,,,,,,,,,,,
AK00254727,Buch␟Buchumschlag,"Brandauer, Ernst (1921-) [Verfasser/Urheber]","Hütthaler-Brandauer, Ruth E. [Widmungsempfänger]",¬Die¬ Rose wird blühen : Roman über den Widerstand gegen das NS-Regime in Österreich,"Brandauer, Ernst; Hütthaler-Brandauer, Ruth E.","Wien : Ed. Atelier, 2004 - 184 Seiten",Ed. Atelier,Die Rose wird blühen,Roman über den Widerstand gegen das NS-Regime in Österreich,Ernst Brandauer,,Wien,Ed. Atelier,2004,2004,,184 Seiten,,,,Mit gedr. Widmung an Ruth Hütthaler-Brandauer,3-85308-093-6,Erzählende Prosa,,Deutsch,,,N,
AK01347723,Buch␟Buchumschlag,"Brandstetter, Alois (1938-) [Verfasser/Urheber]",,Kummer ade! : Roman über einen humoristischen Kriminalfall - 1. Aufl.,"Brandstetter, Alois","St. Pölten : Residenz-Verl., 2013 - 134 Seiten",Residenz-Verl.,Kummer ade!,Roman über einen humoristischen Kriminalfall,Alois Brandstetter,1. Aufl.,St. Pölten,Residenz-Verl.,2013,2013,,134 Seiten,,,,,978-3-7017-1614-2,Erzählende Prosa,,Deutsch,,,M,
AK01349890,Buch,"Brandt, Kurt Paul Georg (1928-1981) [Verfasser/Urheber]","Wal, Ineke van der (1954-) [Übersetzer]",Kontrapuntgedichten voor twee stemmen : [Pressendruck],"Brandt, Kurt Paul Georg; Wal, Ineke van der","Bergen : Van der Wal, 1972 - [11] Blatt",Van der Wal,Kontrapuntgedichten voor twee stemmen,,Kurt P. G. Brandt. Vertaald door Ineke van der Waal,,Bergen,Van der Wal,1972,1972,,[11] Blatt,Ill.,,,Text dt. und niederländ. - Aufl. von 44 numerierten Ex.,,Lyrik,Pressendruck␟Übersetzung deutschspr. Literatur,Deutsch␟Niederländisch,Deutsch,Kontrapunktgedichte für zwei Sprecher,M:Kps.Quart,
AK00822568,Buch,"Branstner, Gerhard (1927-2008) [Verfasser/Urheber]","Chmura, Bernd A. [Illustrator]",¬Die¬ unmoralische Tugend Nepomuks,"Branstner, Gerhard; Chmura, Bernd A.","Halle ; Leipzig : Mitteldt. Verl., 1982 - 127 Seiten",Mitteldt. Verl.,Die unmoralische Tugend Nepomuks,,Gerhard Branstner. [Ill. u. Schuber: Bernd A. Chmura],,Halle ; Leipzig,Mitteldt. Verl.,1982,1982,,127 Seiten,zahlr. Ill.,,,Im Schuber␟Geschichten,,,,Deutsch,,,M,
AK00221657,Buch,"Branstner, Gerhard (1927-2008) [Verfasser/Urheber]",,Gegenwelt : ein Überlebensmittel - 1. Aufl.,"Branstner, Gerhard","Berlin : Philos. Salon, 2002 - 41 Seiten",Philos. Salon,Gegenwelt,ein Überlebensmittel,Gerhard Branstner. [Hrsg.: Stefan Pribnow],1. Aufl.,Berlin,Philos. Salon,2002,2002,,41 Seiten,,Der Querschläger ; No. 6,No. 6,,,,,Deutsch,,,,
AK00116170,Buch␟Buchumschlag,"Brasch, Peter (1955-2001) [Verfasser/Urheber]",,Schön hausen,"Brasch, Peter","Berlin : Eulenspiegel-Verl., 1999 - 158 Seiten",Verl. Das Neue Berlin,Schön hausen,,Peter Brasch,,Berlin,Eulenspiegel-Verl.,1999,1999,,158 Seiten,,,,,3-359-00934-7,Erzählende Prosa,,Deutsch,,,M,
AK00122411,Buch,"Brasch, Thomas (1945-2001) [Verfasser/Urheber]",,"Liebe Macht Tod : Stücke und Materialien - 1. Aufl., Orig.-Ausg. : [Werke Sammlung]","Brasch, Thomas","Frankfurt am Main : Suhrkamp, 2002 - 324 Seiten",Suhrkamp,Liebe Macht Tod,Stücke und Materialien,Thomas Brasch,"1. Aufl., Orig.-Ausg.",Frankfurt am Main,Suhrkamp,2002,2002,,324 Seiten,Ill.,Edition Suhrkamp ; 3415 : Theater,3415,,3-518-13415-9,Dramatisches,Werke Sammlung,Deutsch,,,W,
AK00194288,Buch,"Brasch, Thomas (1945-2001) [Verfasser/Urheber]",,Vor den Vätern sterben die Söhne,"Brasch, Thomas","Leipzig : Faber & Faber, 1998 - 141 Seiten",Faber and Faber,Vor den Vätern sterben die Söhne,,Thomas Brasch,,Leipzig,Faber & Faber,1998,1998,,141 Seiten,,Die DDR-Bibliothek ; 15,15,Gewebe : DM 29.00 ; Gewebe in Schuber (Vorzugsausg.),3-932545-13-3␟3-932545-14-1,,,Deutsch,,,W,
AK00335678,Mikroform␟Buch,"Braun von Braunthal, Karl Johann (1802-1866) [Verfasser/Urheber]",,Geschmackslehre ...,"Braun von Braunthal, Karl Johann","Wien, 1866",,Geschmackslehre ...,,Karl Johann Braun von Braunthal,,Wien,,1866,1866,,,,,,"DM 70,- (Gesamtpreis für alle Werke des Autors in der Ed., 10 Mikrofiches, ISBN gültig für alle Werke des Autors)␟Mikrofiche-Ausg.␟München [u.a.] : Saur, 1994. Mikrofiche(s). (Bibliothek der deutschen Literatur ; Fiche 19834). Besitzer der Verfilmungsvorlage: W. - Enth. in BDL-Teilausg.: Restauration, Böhmen/Mähren. ISBN 3-598-50326-1 ISBN 3-598-50020-3 ISBN 3-598-50089-0",3-598-50326-1␟3-598-50020-3␟3-598-50089-0,,,,,,MPF BDL 19834,
AK00704093,Buch,"Braun, Evelyn (1956-) [Verfasser/Urheber]","Fringeli, Dieter (1942-1999) [Verfasser]",Wohnhaft in Basel : 25 Autoren u. ihre Stadt,"Braun, Evelyn; Fringeli, Dieter","Basel : GS-Verl., 1988 - 193 Seiten",GS-Verl.,Wohnhaft in Basel,25 Autoren u. ihre Stadt,Evelyn Braun ; Dieter Fringeli,,Basel,GS-Verl.,1988,1988,,193 Seiten,Ill.,GS ; 550,550,,3-7185-0083-3,,,Deutsch,,,D3,
AK00182877,Buch,"Braun, Felix (1885-1973) [Verfasser/Urheber]",,¬Das¬ Licht der Welt : Geschichte eines Versuches als Dichter zu leben,"Braun, Felix","Wien : Herder, 1949 - 751 Seiten",Herder,Das Licht der Welt,Geschichte eines Versuches als Dichter zu leben,Felix Braun,,Wien,Herder,1949,1949,,751 Seiten,,,,S. 555 - 563: R. M. Rilke in Wien,,,,Deutsch,,,K␟K␟R.A.:6A/Bra␟Glück:K,
AK01470694,Buch,"Braun, Gustav G. (1893-1969) [Verfasser/Urheber]",,¬Der¬ Weg in die Stille : Gedichte,"Braun, Gustav G.","Wien : Mundus, 1967 - 130 Seiten",Mundus Österreichische Verlags-Gesellschaft,Der Weg in die Stille,Gedichte,Gustav G. Braun,,Wien,Mundus,1967,1967,,130 Seiten,,,,,,Lyrik,,Deutsch,,,M,
AK01230857,Buch,"Braun, Volker (1939-) [Verfasser/Urheber]","Zettl, Baldwin (1943-) [Illustrator]",¬Das¬ Mittagsmahl - 1. Aufl.,"Braun, Volker; Zettl, Baldwin","Frankfurt am Main ; Leipzig : Insel-Verl., 2007 - 65 Seiten",Insel-Verl. <ab 1946>,Das Mittagsmahl,,Volker Braun. Mit Kupferstichen von Baldwin Zettl,1. Aufl.,Frankfurt am Main ; Leipzig,Insel-Verl.,2007,2007,,65 Seiten,Ill.,Insel-Bücherei ; 1289,1289,,978-3-458-19289-3␟3-458-19289-1,Erzählende Prosa,,Deutsch,,,M,
AK00822940,Buch␟Buchumschlag,"Braun, Volker (1939-) [Verfasser/Urheber]","Mayer, Hans (1907-2001) [Verfasser eines Nachworts]",¬Der¬ Stoff zum Leben : 1 - 3 ; Gedichte - 1. Aufl.,"Braun, Volker; Mayer, Hans","Frankfurt am Main : Suhrkamp, 1990 - 107 Seiten",Suhrkamp,Der Stoff zum Leben,1 - 3 ; Gedichte,Volker Braun. Mit e. Nachw. v. Hans Mayer,1. Aufl.,Frankfurt am Main,Suhrkamp,1990,1990,,107 Seiten,,Bibliothek Suhrkamp ; 1039,1039,,3-518-22039-X,,,Deutsch,,,M,
AK00411456,Buch␟Buchumschlag,"Braun, Volker (1939-) [Verfasser/Urheber]",,Machwerk oder das Schichtbuch des Flick von Lauchhammer - 1. Aufl.,"Braun, Volker","Frankfurt am Main : Suhrkamp, 2008 - 221 Seiten",Suhrkamp,Machwerk oder das Schichtbuch des Flick von Lauchhammer,,Volker Braun,1. Aufl.,Frankfurt am Main,Suhrkamp,2008,2008,,221 Seiten,,,,,978-3-518-42027-0,Erzählende Prosa,,Deutsch,,,M,
AK01237345,Buch,"Braun, Volker (1939-) [Verfasser/Urheber]","Lance, Alain (1939-) [Übersetzer]",Phrase sans fond : [Übersetzung deutschspr. Literatur],"Braun, Volker; Lance, Alain","Paris : Inventaire, 2007 - 51 Seiten",Inventaire-invention,Phrase sans fond,,Volker Braun. Trad. de l'allemand et postfacé par Alain Lance,,Paris,Inventaire,2007,2008,,51 Seiten,,,,,978-2-910-490-99-,Erzählende Prosa,Übersetzung deutschspr. Literatur,Französisch,Deutsch,Bodenloser Satz,M,
AK00822873,Mehrteiliges Werk,"Braun, Volker (1939-) [Verfasser/Urheber]",,Texte in zeitlicher Folge : [Werke Sammlung],"Braun, Volker",Halle ; Leipzig : Mitteldt. Verl.,Mitteldt. Verl.,Texte in zeitlicher Folge,,Volker Braun,,Halle ; Leipzig,Mitteldt. Verl.,,,,,,,,,3-354-00542-4,,Werke Sammlung,Deutsch,,,,
AK00154614,Buch,"Braun, Volker (1939-) [Verfasser/Urheber]␟Nicolaescu, Gheorghe [Verfasser/Urheber]",,Proces Galilei : [Übersetzung deutschspr. Literatur],"Braun, Volker; Nicolaescu, Gheorghe","Bucureşti : Ed. Univers, 1990 - 87 Seiten",Ed. Univers,Proces Galilei,,Volker Braun. ;In româneşte de Gheorghe Nicolaescu,,Bucureşti,Ed. Univers,1990,1990,,87 Seiten,,,,,973-34-0095-5,Lyrik,Übersetzung deutschspr. Literatur,Rumänisch,Deutsch,,M,
AK01287494,Buch␟Buchumschlag,"Brauner, Ernst (1928-) [Verfasser/Urheber]",,O Böhmerwald! : eine Familiensaga in dreimal zwölf Gesängen,"Brauner, Ernst","Klagenfurt am Wörthersee : Wieser-Verl., 2012 - 230 Seiten",Wieser,O Böhmerwald!,eine Familiensaga in dreimal zwölf Gesängen,Ernst Brauner,,Klagenfurt am Wörthersee,Wieser-Verl.,2012,2012,,230 Seiten,,,,,978-3-9902903-4-7,Erzählende Prosa,,Deutsch,,,M,
AK00092542,Buch,"Brecht, Bertolt (1898-1956) [Verfasser/Urheber]",,"[Hauspostille] Bertolt Brechts Hauspostille : mit Anleitungen, Gesangsnoten und einem Anhange","Brecht, Bertolt","Berlin : Propyläen-Verlag, 1927 - XII, 156 Seiten",Propyläen-Verl.,Bertolt Brechts Hauspostille,"mit Anleitungen, Gesangsnoten und einem Anhange",Bertolt Brecht,,Berlin,Propyläen-Verlag,1927,1927,,"XII, 156 Seiten",Notenbeispiele,,,Erstausgabe (Wilpert/Gühring),,Lyrik␟Lied,,Deutsch,,Hauspostille,Krac3.2␟Slg Badenhop B 245␟Glück:L␟Le2:H/Bre␟L␟P␟BPC:L050␟L␟BKP4,
AK00487255,Buch,"Brecht, Bertolt (1898-1956) [Verfasser/Urheber]",,¬Der¬ Kaukasische Kreidekreis - 1. Aufl.,"Brecht, Bertolt","Berlin : Suhrkamp, 1963 - 119 Seiten",Suhrkamp,Der Kaukasische Kreidekreis,,Bertolt Brecht,1. Aufl.,Berlin,Suhrkamp,1963,1963,,119 Seiten,,Edition Suhrkamp ; 31,31,,3-518-10031-9,Dramatisches,,,,,W,
AK00259229,Buch,"Brecht, Bertolt (1898-1956) [Verfasser/Urheber]","Lucchesi, Joachim [Herausgeber]␟Weill, Kurt (1900-1950) [Komponist]","Aufstieg und Fall der Stadt Mahagonny : Oper in drei Akten ; Textausgabe - Textausg., 1. Aufl., Orig.-Ausg.","Brecht, Bertolt; Lucchesi, Joachim; Weill, Kurt","Berlin : Suhrkamp, 2013 - 201 Seiten",Suhrkamp,Aufstieg und Fall der Stadt Mahagonny,Oper in drei Akten ; Textausgabe,Musik von Kurt Weill. Text von Bertolt Brecht. Mit einem Kommentar von Joachim Lucchesi,"Textausg., 1. Aufl., Orig.-Ausg.",Berlin,Suhrkamp,2013,2013,,201 Seiten,,Suhrkamp BasisBibliothek ; 63,63,,978-3-518-18863-7,Dramatisches,,Deutsch,,,L,
AK00092230,Buch,"Brecht, Bertolt (1898-1956) [Verfasser/Urheber]","Unseld, Siegfried (1924-2002) [Herausgeber]␟Jens, Walter (1923-2013) [Verfasser eines Nachworts]","Ausgewählte Gedichte - [2. Aufl.], 15. - 19. Tsd.","Brecht, Bertolt; Unseld, Siegfried; Jens, Walter","Frankfurt/M. : Suhrkamp, 1961 - 59 Seiten",Suhrkamp,Ausgewählte Gedichte,,Bertolt Brecht. Auswahl von Siegfried Unseld. Nachw. von Walter Jens,"[2. Aufl.], 15. - 19. Tsd.",Frankfurt/M.,Suhrkamp,1961,1961,,59 Seiten,,suhrkamp texte ; 3,3,,,Lyrik,,Deutsch,,,L,
AK01578224,Buch,"Brecht, Bertolt (1898-1956) [Verfasser/Urheber]","Oehme, Matthias (1954-) [Herausgeber]",Brecht to go : politische Gedichte : [Werke Sammlung],"Brecht, Bertolt; Oehme, Matthias","Berlin : Neues Leben, 2016 - 104 Seiten",Verl. Neues Leben,Brecht to go,politische Gedichte,von Bertolt Brecht ; Auswahl und Zusammenstellung: Matthias Oehme,,Berlin,Neues Leben,2016,2016,,104 Seiten,,,,,978-3-355-01854-8␟3-355-01854-6,Lyrik,Werke Sammlung,Deutsch,,,L,
AK01389068,Buch,"Brecht, Bertolt (1898-1956) [Verfasser/Urheber]","Lewy, Tom [Übersetzer]",Emato u-metsụkato shel ha-Raikh ha-shelishi - Mahad. 2 : [Übersetzung deutschspr. Literatur],"Brecht, Bertolt; Lewy, Tom","Ramat Gan : Merkaz Yiśre'eli li-deramah le-yad ""Bet Tsevi"", 1988 - 123 Seiten","Merkaz Yiśre'eli li-deramah le-yad ""Bet Tsevi""",Emato u-metsụkato shel ha-Raikh ha-shelishi,,me-et Beṛtoḷt Brekḥt ; 'Ivrit Tom Lẹvi,Mahad. 2,Ramat Gan,"Merkaz Yiśre'eli li-deramah le-yad ""Bet Tsevi""",1988,1988,,123 Seiten,,,,In hebräischer Schrift,,Dramatisches,Übersetzung deutschspr. Literatur␟Bühnenmanuskript,Hebräisch,Deutsch,Furcht und Elend des Dritten Reiches,L,
AK00154596,Buch,"Brecht, Bertolt (1898-1956) [Verfasser/Urheber]","Rey, François [Übersetzer]␟Müller, Heiner (1929-1995) [Bearbeiter]","Fatzer, Fragment : [Übersetzung deutschspr. Literatur]","Brecht, Bertolt; Rey, François; Müller, Heiner","Paris : L'Arche, 1992 - 109 Seiten",L'Arche,"Fatzer, Fragment",,Bertolt Brecht. Montage: Heiner Müller. Texte français: François Rey,,Paris,L'Arche,1992,1992,,109 Seiten,,,,,2-85181-297-7,Dramatisches,Übersetzung deutschspr. Literatur,Französisch,Deutsch,,L,
